gene	log2FC	padj	dataset
ALDH4A1	-0.886745	0.330842	OLD_GSE52778
ALDH5A1	0.216838	1	OLD_GSE52778
ALDH6A1	-1.11549	0.275676	OLD_GSE52778
ALDH7A1	-0.287386	0.999906	OLD_GSE52778
ALDH8A1	1.11245	1	OLD_GSE52778
ALDH9A1	-0.0332072	0.999906	OLD_GSE52778
ALDOA	0.0745666	0.999906	OLD_GSE52778
ALDOB	-0.740621	1	OLD_GSE52778
ALDOC	0.280007	0.999906	OLD_GSE52778
ALG1	-0.028033	0.999906	OLD_GSE52778
ALG10	0.0492682	0.999906	OLD_GSE52778
ALG10B	0.124885	0.999906	OLD_GSE52778
ALG11	-0.200751	0.999906	OLD_GSE52778
ALG12	0.078961	0.999906	OLD_GSE52778
ALG13	-0.106614	0.999906	OLD_GSE52778
ALG14	0.305147	0.999906	OLD_GSE52778
ALG1L	-2.94755	1	OLD_GSE52778
ALG1L2	-0.0463841	1	OLD_GSE52778
ALG2	-0.340732	0.999906	OLD_GSE52778
ALG3	-0.353227	0.999906	OLD_GSE52778
ALG5	-0.342651	0.999906	OLD_GSE52778
ALG6	0.304515	0.999906	OLD_GSE52778
ALG8	-0.105841	0.999906	OLD_GSE52778
ALG9	-0.333666	0.999906	OLD_GSE52778
ALK	0.948714	1	OLD_GSE52778
ALKBH1	-0.23396	0.999906	OLD_GSE52778
ALKBH2	0.0486359	0.999906	OLD_GSE52778
ALKBH3	-0.23976	0.999906	OLD_GSE52778
ALKBH4	0.173839	0.999906	OLD_GSE52778
ALKBH5	0.0307159	0.999906	OLD_GSE52778
ALKBH6	-0.187578	0.999906	OLD_GSE52778
ALKBH7	-0.15921	0.999906	OLD_GSE52778
ALKBH8	0.0225486	0.999906	OLD_GSE52778
ALLC	0	1	OLD_GSE52778
ALMS1	0.31945	0.999906	OLD_GSE52778
ALMS1P	-0.168495	1	OLD_GSE52778
ALOX12	0.671435	1	OLD_GSE52778
ALOX12B	0.287692	1	OLD_GSE52778
ALOX12P2	1.26573	1	OLD_GSE52778
ALOX15	-0.185044	1	OLD_GSE52778
ALOX15B	-1.79769e+308	0.0514391	OLD_GSE52778
ALOX15P1	0	1	OLD_GSE52778
ALOX5	-1.79769e+308	1	OLD_GSE52778
ALOX5AP	-2.29315	0.61753	OLD_GSE52778
ALOXE3	-1.94797	1	OLD_GSE52778
ALPI	0	1	OLD_GSE52778
ALPK1	0.357646	0.999906	OLD_GSE52778
ALPK2	-0.595404	0.999906	OLD_GSE52778
ALPK3	-3.14444	0.00194339	OLD_GSE52778
ALPL	-0.325254	0.999906	OLD_GSE52778
ALPP	-1.79769e+308	1	OLD_GSE52778
ALPPL2	0	1	OLD_GSE52778
ALS2	-0.169033	0.999906	OLD_GSE52778
ALS2CL	0.999494	1	OLD_GSE52778
ALS2CR11	-0.297928	1	OLD_GSE52778
ALS2CR12	-1.14343	0.999906	OLD_GSE52778
ALS2CR8	0.58962	0.999906	OLD_GSE52778
ALX1	0	1	OLD_GSE52778
ALX3	-0.0749105	0.999906	OLD_GSE52778
ALX4	1.56901	1	OLD_GSE52778
ALYREF	-0.0833361	0.999906	OLD_GSE52778
AMACR	0.20501	0.999906	OLD_GSE52778
AMBN	0	1	OLD_GSE52778
AMBP	-0.100901	1	OLD_GSE52778
AMBRA1	-0.0160981	0.999906	OLD_GSE52778
AMD1	-0.330075	0.999906	OLD_GSE52778
AMDHD1	0.413615	1	OLD_GSE52778
AMDHD2	0.659808	0.999906	OLD_GSE52778
AMELX	0	1	OLD_GSE52778
AMELY	0	1	OLD_GSE52778
AMFR	-0.140831	0.999906	OLD_GSE52778
AMH	-0.928233	1	OLD_GSE52778
AMHR2	0	1	OLD_GSE52778
AMICA1	1.79769e+308	1	OLD_GSE52778
AMIGO1	0.131975	0.999906	OLD_GSE52778
AMIGO2	-0.299169	0.999906	OLD_GSE52778
AMIGO3	-0.106547	0.999906	OLD_GSE52778
AMMECR1	-0.0539551	0.999906	OLD_GSE52778
AMMECR1L	-0.358481	0.999906	OLD_GSE52778
AMN	-1.79769e+308	1	OLD_GSE52778
AMN1	0.769818	0.999906	OLD_GSE52778
AMOT	2.22364	0.00356813	OLD_GSE52778
AMOTL1	-0.000452026	0.999906	OLD_GSE52778
AMOTL2	-0.923033	0.114771	OLD_GSE52778
AMPD1	0	1	OLD_GSE52778
AMPD2	0.252171	0.999906	OLD_GSE52778
AMPD3	-0.292693	0.999906	OLD_GSE52778
AMPH	-1.18535	0.152567	OLD_GSE52778
AMT	-0.0920948	0.999906	OLD_GSE52778
AMTN	0	1	OLD_GSE52778
AMY1A,AMY1B,AMY1C	-0.751695	1	OLD_GSE52778
AMY1B	-0.157381	1	OLD_GSE52778
AMY1C	-0.751695	1	OLD_GSE52778
AMY2A	-0.994735	1	OLD_GSE52778
AMY2B	-0.434979	0.999906	OLD_GSE52778
AMZ1	0.603021	1	OLD_GSE52778
AMZ2	0	1	OLD_GSE52778
AMZ2P1	0.534651	0.999906	OLD_GSE52778
ANAPC1	-0.0546868	0.999906	OLD_GSE52778
ANAPC10	-0.103094	0.999906	OLD_GSE52778
ANAPC11	-0.241521	0.999906	OLD_GSE52778
ANAPC13	0.203283	0.999906	OLD_GSE52778
ANAPC16	-0.216919	0.999906	OLD_GSE52778
ANAPC2	-0.157709	0.999906	OLD_GSE52778
ANAPC4	0.00891678	0.999906	OLD_GSE52778
ANAPC5	-0.0734975	0.999906	OLD_GSE52778
ANAPC7	0.0305995	0.999906	OLD_GSE52778
ANG	-1.05632	0.999906	OLD_GSE52778
ANGEL1	0.261155	0.999906	OLD_GSE52778
ANGEL2	-0.0167444	0.999906	OLD_GSE52778
ANGPT1	-0.683624	0.792109	OLD_GSE52778
ANGPT2	0.710661	1	OLD_GSE52778
ANGPT4	1.16036	1	OLD_GSE52778
ANGPTL1	-1.92906	0.999906	OLD_GSE52778
ANGPTL2	0.840995	0.258866	OLD_GSE52778
ANGPTL3	0.811362	1	OLD_GSE52778
ANGPTL4	-0.608745	0.980084	OLD_GSE52778
ANGPTL5	-1.47013	0.999906	OLD_GSE52778
ANGPTL6	0.281166	1	OLD_GSE52778
ANGPTL7	-5.91209	0.596517	OLD_GSE52778
ANK1	0.223551	0.999906	OLD_GSE52778
ANK2	0.954207	0.125358	OLD_GSE52778
ANK3	-0.0431792	1	OLD_GSE52778
ANKAR	0.0059434	0.999906	OLD_GSE52778
ANKDD1A	0.0937358	0.999906	OLD_GSE52778
ANKFN1	0.397252	1	OLD_GSE52778
ANKFY1	-0.00560828	0.999906	OLD_GSE52778
ANKH	-0.0280174	0.999906	OLD_GSE52778
ANKHD1	-0.261291	0.999906	OLD_GSE52778
ANKHD1-EIF4EBP3	0.452496	0.999906	OLD_GSE52778
ANKIB1	0.217934	0.999906	OLD_GSE52778
ANKK1	1.76813	1	OLD_GSE52778
ANKLE1	-0.512366	1	OLD_GSE52778
ANKLE2	-0.367707	0.999906	OLD_GSE52778
ANKMY1	0.166068	0.999906	OLD_GSE52778
ANKMY2	0.647398	0.999906	OLD_GSE52778
ANKRA2	0.130303	0.999906	OLD_GSE52778
ANKRD1	-4.42411	1	OLD_GSE52778
ANKRD10	-0.0955459	0.999906	OLD_GSE52778
ANKRD11	-0.00127155	0.999906	OLD_GSE52778
ANKRD12	-0.181266	0.999906	OLD_GSE52778
ANKRD13A	-0.679613	0.612391	OLD_GSE52778
ANKRD13B	-0.0488839	0.999906	OLD_GSE52778
ANKRD13C	-0.293941	0.999906	OLD_GSE52778
ANKRD13D	-0.228196	0.999906	OLD_GSE52778
ANKRD16	0.173347	0.999906	OLD_GSE52778
ANKRD17	-0.0685706	0.999906	OLD_GSE52778
ANKRD18A	-1.37988	1	OLD_GSE52778
ANKRD18B	0.937116	1	OLD_GSE52778
ANKRD18DP	0	1	OLD_GSE52778
ANKRD19P	-0.0406261	0.999906	OLD_GSE52778
ANKRD2	-0.911936	0.999906	OLD_GSE52778
ANKRD20A1,ANKRD20A3	-0.398966	1	OLD_GSE52778
ANKRD20A11P	-0.196537	1	OLD_GSE52778
ANKRD20A2,ANKRD20A3	-9.69144	1	OLD_GSE52778
ANKRD20A3	15.234	1	OLD_GSE52778
ANKRD20A4	1.06438	1	OLD_GSE52778
ANKRD20A5P	2.70773	1	OLD_GSE52778
ANKRD20A8P	0	1	OLD_GSE52778
ANKRD20A9P	0.0712782	1	OLD_GSE52778
ANKRD22	1.79769e+308	1	OLD_GSE52778
ANKRD23	-0.0804877	0.999906	OLD_GSE52778
ANKRD24	-0.00776615	0.999906	OLD_GSE52778
ANKRD26	0.207678	0.999906	OLD_GSE52778
ANKRD26P1	1.10378	1	OLD_GSE52778
ANKRD26P3	0	1	OLD_GSE52778
ANKRD27	-0.411409	0.999906	OLD_GSE52778
ANKRD28	-0.609815	0.819168	OLD_GSE52778
ANKRD29	0.233079	0.999906	OLD_GSE52778
ANKRD30A	0	1	OLD_GSE52778
ANKRD30B	1.42028	1	OLD_GSE52778
ANKRD30BL	0	1	OLD_GSE52778
ANKRD30BP2	0	1	OLD_GSE52778
ANKRD31	0.594645	1	OLD_GSE52778
ANKRD32	-0.270966	0.999906	OLD_GSE52778
ANKRD33	0.277009	1	OLD_GSE52778
ANKRD33B	-0.03706	0.999906	OLD_GSE52778
ANKRD34A	-0.167478	0.999906	OLD_GSE52778
ANKRD34B	0	1	OLD_GSE52778
ANKRD34C	1.79769e+308	1	OLD_GSE52778
ANKRD35	-0.289564	0.999906	OLD_GSE52778
ANKRD36	0.603732	0.999906	OLD_GSE52778
ANKRD36B	0.376505	0.999906	OLD_GSE52778
ANKRD36BP1	-0.615881	0.999906	OLD_GSE52778
ANKRD36BP2	-5.62699	1	OLD_GSE52778
ANKRD37	-0.442342	0.999906	OLD_GSE52778
ANKRD39	-0.022686	0.999906	OLD_GSE52778
ANKRD40	-0.347052	0.999906	OLD_GSE52778
ANKRD42	0.148903	0.999906	OLD_GSE52778
ANKRD44	0.0171927	0.999906	OLD_GSE52778
ANKRD45	1.40418	0.999906	OLD_GSE52778
ANKRD46	0.121585	0.999906	OLD_GSE52778
ANKRD49	-0.301523	0.999906	OLD_GSE52778
ANKRD5	-0.0837981	0.999906	OLD_GSE52778
ANKRD50	0.0323411	0.999906	OLD_GSE52778
ANKRD52	-0.0805735	0.999906	OLD_GSE52778
ANKRD53	-0.175575	0.999906	OLD_GSE52778
ANKRD54	-0.0229649	0.999906	OLD_GSE52778
ANKRD55	1.2748	1	OLD_GSE52778
ANKRD6	0.17456	0.999906	OLD_GSE52778
ANKRD62P1-PARP4P3	0.298047	1	OLD_GSE52778
ANKRD63	0	1	OLD_GSE52778
ANKRD65	-0.296752	0.999906	OLD_GSE52778
ANKRD7	0.231344	1	OLD_GSE52778
ANKRD9	0.171843	0.999906	OLD_GSE52778
ANKS1A	-0.167427	0.999906	OLD_GSE52778
ANKS1B	-0.0405684	1	OLD_GSE52778
ANKS3	-0.0681508	0.999906	OLD_GSE52778
ANKS4B	1.79769e+308	1	OLD_GSE52778
ANKS6	-0.0534344	0.999906	OLD_GSE52778
ANKUB1	0	1	OLD_GSE52778
ANKZF1	-0.303855	0.999906	OLD_GSE52778
ANLN	0.0860655	0.999906	OLD_GSE52778
ANO1	-0.273305	0.999906	OLD_GSE52778
ANO10	-0.380785	0.999906	OLD_GSE52778
ANO2	-0.603114	1	OLD_GSE52778
ANO3	-0.234314	0.999906	OLD_GSE52778
ANO4	-0.475323	0.999906	OLD_GSE52778
ANO5	0.638969	1	OLD_GSE52778
ANO6	-0.256762	0.999906	OLD_GSE52778
ANO7	0.119918	1	OLD_GSE52778
ANO8	0.255505	0.999906	OLD_GSE52778
ANO9	1.52117	1	OLD_GSE52778
ANP32A	0.429918	0.999906	OLD_GSE52778
ANP32A-IT1	0.320824	1	OLD_GSE52778
ANP32AP1	0.573235	0.999906	OLD_GSE52778
ANP32B	-0.10506	0.999906	OLD_GSE52778
ANP32C	0.115867	0.999906	OLD_GSE52778
ANP32D	-1.38001	1	OLD_GSE52778
ANP32E	0.28358	0.999906	OLD_GSE52778
ANPEP	-1.1235	0.0244277	OLD_GSE52778
ANTXR1	-0.113905	0.999906	OLD_GSE52778
ANTXR2	-0.377595	0.999906	OLD_GSE52778
ANTXRL	-1.87447	1	OLD_GSE52778
ANXA1	-0.450649	0.999906	OLD_GSE52778
ANXA10	2.80617	1	OLD_GSE52778
ANXA11	-0.342131	0.999906	OLD_GSE52778
ANXA13	-1.79769e+308	1	OLD_GSE52778
ANXA2	-0.82745	0.498006	OLD_GSE52778
ANXA2P1	-0.972941	0.999906	OLD_GSE52778
ANXA2P2	-0.662527	0.879316	OLD_GSE52778
ANXA2P3	-1.12607	0.358811	OLD_GSE52778
ANXA3	-0.0720141	0.999906	OLD_GSE52778
ANXA4	-1.19863	0.0125313	OLD_GSE52778
ANXA5	-0.202117	0.999906	OLD_GSE52778
ANXA6	-0.951245	0.24693	OLD_GSE52778
ANXA7	0.0956171	0.999906	OLD_GSE52778
ANXA8,ANXA8L1	0.0263368	1	OLD_GSE52778
ANXA8L1	2.63089	1	OLD_GSE52778
ANXA8L2	0.439494	1	OLD_GSE52778
ANXA9	-0.179884	0.999906	OLD_GSE52778
AOAH	0	1	OLD_GSE52778
AOC2	-0.951512	0.999906	OLD_GSE52778
AOC3	-0.283846	0.999906	OLD_GSE52778
AOC4	0.340656	1	OLD_GSE52778
AOX1	-1.56317	0.000466379	OLD_GSE52778
AOX2P	-1.66976	1	OLD_GSE52778
AP1AR	-0.170911	0.999906	OLD_GSE52778
AP1B1	0.0901249	0.999906	OLD_GSE52778
AP1B1P1	-1.79769e+308	1	OLD_GSE52778
AP1G1	-0.19428	0.999906	OLD_GSE52778
AP1G2	-0.127551	0.999906	OLD_GSE52778
AP1M1	-1.09362	0.0290688	OLD_GSE52778
AP1M2	1.79769e+308	1	OLD_GSE52778
AP1S1	0.00562122	0.999906	OLD_GSE52778
AP1S2	-0.287896	0.999906	OLD_GSE52778
AP1S3	0.478516	0.999906	OLD_GSE52778
AP2A1	-0.264596	0.999906	OLD_GSE52778
AP2A2	-0.0423584	0.999906	OLD_GSE52778
AP2B1	0	1	OLD_GSE52778
AP2M1	-0.135918	0.999906	OLD_GSE52778
AP2S1	-0.300243	0.999906	OLD_GSE52778
AP3B1	-0.101383	0.999906	OLD_GSE52778
AP3B2	-0.416961	0.999906	OLD_GSE52778
AP3D1	-0.0172284	0.999906	OLD_GSE52778
AP3M1	-0.141618	0.999906	OLD_GSE52778
AP3M2	0.438873	0.999906	OLD_GSE52778
AP3S1	-0.0852528	0.999906	OLD_GSE52778
AP3S2	-0.151715	0.999906	OLD_GSE52778
AP4B1	0.0743158	0.999906	OLD_GSE52778
AP4E1	0.0501332	0.999906	OLD_GSE52778
AP4M1	0.338258	0.999906	OLD_GSE52778
AP4S1	-0.0190291	0.999906	OLD_GSE52778
AP5B1	-0.694844	0.9065	OLD_GSE52778
APAF1	-0.111046	0.999906	OLD_GSE52778
APBA1	0.214187	0.999906	OLD_GSE52778
APBA2	0.0122321	0.999906	OLD_GSE52778
APBA3	-0.13461	0.999906	OLD_GSE52778
APBB1	-0.216224	0.999906	OLD_GSE52778
APBB1IP	0.136614	0.999906	OLD_GSE52778
APBB2	-1.08534	0.0476234	OLD_GSE52778
APBB3	0	1	OLD_GSE52778
APC	-0.255919	0.999906	OLD_GSE52778
APC2	-0.374831	1	OLD_GSE52778
APCDD1	-1.78282	0.000270129	OLD_GSE52778
APCDD1L	0.71387	0.999906	OLD_GSE52778
APCS	0	1	OLD_GSE52778
APEH	-0.0941669	0.999906	OLD_GSE52778
APEX1	0.284865	0.999906	OLD_GSE52778
APEX2	0.159495	0.999906	OLD_GSE52778
APH1A	-0.131491	0.999906	OLD_GSE52778
APH1B	-0.0354947	0.999906	OLD_GSE52778
API5	-0.0658295	0.999906	OLD_GSE52778
APIP	-0.10698	0.999906	OLD_GSE52778
APITD1	0.00213267	0.999906	OLD_GSE52778
APITD1-CORT	0.47651	1	OLD_GSE52778
APLF	0.21748	0.999906	OLD_GSE52778
APLN	0.93952	0.848541	OLD_GSE52778
APLNR	0	1	OLD_GSE52778
APLP1	0.710956	0.999906	OLD_GSE52778
APLP2	-0.0976379	0.999906	OLD_GSE52778
APOA1	0.534403	1	OLD_GSE52778
APOA1BP	-0.20086	0.999906	OLD_GSE52778
APOA2	0	1	OLD_GSE52778
APOA4	0	1	OLD_GSE52778
APOA5	1.79769e+308	1	OLD_GSE52778
APOB	-1.23181	0.279646	OLD_GSE52778
APOBEC1	0	1	OLD_GSE52778
APOBEC2	0.586168	1	OLD_GSE52778
APOBEC3A	0.593211	1	OLD_GSE52778
APOBEC3B	0.162864	0.999906	OLD_GSE52778
APOBEC3C	0.364649	0.999906	OLD_GSE52778
APOBEC3D	-0.388869	0.999906	OLD_GSE52778
APOBEC3F	0.334399	0.999906	OLD_GSE52778
APOBEC3G	0.324884	0.999906	OLD_GSE52778
APOBEC3H	-0.140387	1	OLD_GSE52778
APOBEC4	0	1	OLD_GSE52778
APOBR	0.0982864	1	OLD_GSE52778
APOC1	0.876168	0.999906	OLD_GSE52778
APOC1P1	-0.022761	1	OLD_GSE52778
APOC2	-1.79769e+308	1	OLD_GSE52778
APOC3	0	1	OLD_GSE52778
APOC4	2.33484999999998e-310	1	OLD_GSE52778
APOC4-APOC2	1.79769e+308	1	OLD_GSE52778
APOD	-1.03944	0.179948	OLD_GSE52778
APOE	0.349293	0.999906	OLD_GSE52778
APOF	0.461846	1	OLD_GSE52778
APOH	0	1	OLD_GSE52778
APOL1	0.25664	0.999906	OLD_GSE52778
APOL2	-0.325053	0.999906	OLD_GSE52778
APOL3	-0.547954	0.999906	OLD_GSE52778
APOL4	0.732512	0.999906	OLD_GSE52778
APOL5	-1.79769e+308	1	OLD_GSE52778
APOL6	0.349405	0.999906	OLD_GSE52778
APOLD1	0.92212	0.999906	OLD_GSE52778
APOM	0.201367	0.999906	OLD_GSE52778
APOO	0.117525	0.999906	OLD_GSE52778
APOOL	-0.837359	0.352272	OLD_GSE52778
APOPT1	-0.0850103	0.999906	OLD_GSE52778
APP	0.131517	0.999906	OLD_GSE52778
APPBP2	0.128403	0.999906	OLD_GSE52778
APPL1	-0.0527388	0.999906	OLD_GSE52778
APPL2	0.0136611	0.999906	OLD_GSE52778
APRT	-0.186471	0.999906	OLD_GSE52778
APTX	0.0820232	0.999906	OLD_GSE52778
AQP1	0.393884	0.999906	OLD_GSE52778
AQP10	1.79769e+308	1	OLD_GSE52778
AQP11	0.921122	0.999906	OLD_GSE52778
AQP12A	0	1	OLD_GSE52778
AQP12B	0	1	OLD_GSE52778
AQP2	1.79769e+308	1	OLD_GSE52778
AQP3	2.90758	0.000541607	OLD_GSE52778
AQP4	0	1	OLD_GSE52778
AQP5	2.3777	1	OLD_GSE52778
AQP6	-2.80569	1	OLD_GSE52778
AQP7	2.06559	1	OLD_GSE52778
AQP7P1	-0.470477	1	OLD_GSE52778
AQP7P3	1.9584	1	OLD_GSE52778
AQP8	-1.41261	1	OLD_GSE52778
AQP9	0.544273	1	OLD_GSE52778
AQPEP	0.732917	1	OLD_GSE52778
AQR	-0.240218	0.999906	OLD_GSE52778
AR	-0.145876	0.999906	OLD_GSE52778
ARAF	-0.096692	0.999906	OLD_GSE52778
ARAP1	0.139833	0.999906	OLD_GSE52778
ARAP2	0.716442	1	OLD_GSE52778
ARAP3	0.499861	0.999906	OLD_GSE52778
ARC	0.180936	1	OLD_GSE52778
ARCN1	-0.191421	0.999906	OLD_GSE52778
AREG	0.546176	1	OLD_GSE52778
ARF1	-0.333655	0.999906	OLD_GSE52778
ARF3	-0.212699	0.999906	OLD_GSE52778
ARF4	-0.224325	0.999906	OLD_GSE52778
ARF5	-0.419956	0.999906	OLD_GSE52778
ARF6	-0.336542	0.999906	OLD_GSE52778
ARFGAP1	-0.0053278	0.999906	OLD_GSE52778
ARFGAP2	-0.138745	0.999906	OLD_GSE52778
ARFGAP3	-0.0142723	0.999906	OLD_GSE52778
ARFGEF1	-0.108465	0.999906	OLD_GSE52778
ARFGEF2	-0.332394	0.999906	OLD_GSE52778
ARFIP1	0.0803759	0.999906	OLD_GSE52778
ARFIP2	0.152477	0.999906	OLD_GSE52778
ARFRP1	0.211505	0.999906	OLD_GSE52778
ARG1	-1.79769e+308	1	OLD_GSE52778
ARG2	-0.152151	0.999906	OLD_GSE52778
ARGFX	0	1	OLD_GSE52778
ARGFXP2	-1.79769e+308	1	OLD_GSE52778
ARGLU1	-0.100143	0.999906	OLD_GSE52778
ARHGAP1	-0.309013	0.999906	OLD_GSE52778
ARHGAP10	-0.517539	0.999906	OLD_GSE52778
ARHGAP11A	0.339641	0.999906	OLD_GSE52778
ARHGAP11B	0.0431944	0.999906	OLD_GSE52778
ARHGAP12	-0.216322	0.999906	OLD_GSE52778
ARHGAP15	0.955554	1	OLD_GSE52778
ARHGAP17	-0.0985487	0.999906	OLD_GSE52778
ARHGAP18	-0.260361	0.999906	OLD_GSE52778
ARHGAP19	0	1	OLD_GSE52778
ARHGAP19-SLIT1	0	1	OLD_GSE52778
ARHGAP20	0.421643	0.999906	OLD_GSE52778
ARHGAP21	-0.173371	0.999906	OLD_GSE52778
ARHGAP22	0.756432	0.893267	OLD_GSE52778
ARHGAP23	-0.286295	0.999906	OLD_GSE52778
ARHGAP24	0.15821	0.999906	OLD_GSE52778
ARHGAP25	0.308545	1	OLD_GSE52778
ARHGAP26	-0.0956134	0.999906	OLD_GSE52778
ARHGAP27	-0.427124	1	OLD_GSE52778
ARHGAP28	1.47634	0.0108546	OLD_GSE52778
ARHGAP29	-1.18048	0.0232904	OLD_GSE52778
ARHGAP30	0.741679	1	OLD_GSE52778
ARHGAP31	0.646207	0.999906	OLD_GSE52778
ARHGAP32	0.299726	0.999906	OLD_GSE52778
ARHGAP33	0.352955	0.999906	OLD_GSE52778
ARHGAP35	0.141164	0.999906	OLD_GSE52778
ARHGAP36	0	1	OLD_GSE52778
ARHGAP39	0.318697	0.999906	OLD_GSE52778
ARHGAP4	0.219778	0.999906	OLD_GSE52778
ARHGAP40	0	1	OLD_GSE52778
ARHGAP42	1.40687	0.522635	OLD_GSE52778
ARHGAP44	0.0740905	0.999906	OLD_GSE52778
ARHGAP5	-0.0586871	0.999906	OLD_GSE52778
ARHGAP5-AS1	0.609597	0.999906	OLD_GSE52778
ARHGAP6	-0.112341	0.999906	OLD_GSE52778
ARHGAP8	-0.39263	1	OLD_GSE52778
ARHGAP9	0.336811	1	OLD_GSE52778
ARHGDIA	-0.512177	0.999906	OLD_GSE52778
ARHGDIB	-1.06814	0.999906	OLD_GSE52778
ARHGDIG	0.691914	1	OLD_GSE52778
ARHGEF1	-0.414142	0.999906	OLD_GSE52778
ARHGEF10	-0.00582467	0.999906	OLD_GSE52778
ARHGEF10L	-0.172378	0.999906	OLD_GSE52778
ARHGEF11	-0.0534833	0.999906	OLD_GSE52778
ARHGEF12	-0.319913	0.999906	OLD_GSE52778
ARHGEF15	-1.79769e+308	1	OLD_GSE52778
ARHGEF16	1.79769e+308	1	OLD_GSE52778
ARHGEF17	-0.449109	0.999906	OLD_GSE52778
ARHGEF18	-0.203873	0.999906	OLD_GSE52778
ARHGEF19	-0.931903	0.999906	OLD_GSE52778
ARHGEF2	0.984219	0.0816882	OLD_GSE52778
ARHGEF25	-0.425743	0.999906	OLD_GSE52778
ARHGEF26	-0.414582	0.999906	OLD_GSE52778
ARHGEF26-AS1	-1.03427	1	OLD_GSE52778
ARHGEF3	0.958775	0.544509	OLD_GSE52778
ARHGEF33	0.616083	1	OLD_GSE52778
ARHGEF35	0.0453947	0.999906	OLD_GSE52778
ARHGEF37	0.57108	0.999906	OLD_GSE52778
ARHGEF38	-0.311837	1	OLD_GSE52778
ARHGEF4	0.377961	1	OLD_GSE52778
ARHGEF40	0.878016	0.155105	OLD_GSE52778
ARHGEF5	-0.145705	0.999906	OLD_GSE52778
ARHGEF6	0.0116595	0.999906	OLD_GSE52778
ARHGEF7	-0.282761	0.999906	OLD_GSE52778
ARHGEF9	0.322498	0.999906	OLD_GSE52778
ARID1A	0.0345407	0.999906	OLD_GSE52778
ARID1B	0.134445	0.999906	OLD_GSE52778
ARID2	0.228205	0.999906	OLD_GSE52778
ARID3A	-0.35231	0.999906	OLD_GSE52778
ARID3B	-0.161959	0.999906	OLD_GSE52778
ARID3C	0.385853	1	OLD_GSE52778
ARID4A	-0.0685411	0.999906	OLD_GSE52778
ARID4B	0.0751864	0.999906	OLD_GSE52778
ARID5A	-0.76283	0.606971	OLD_GSE52778
ARID5B	-0.145035	0.999906	OLD_GSE52778
ARIH1	-0.00917918	0.999906	OLD_GSE52778
ARIH2	-0.0702893	0.999906	OLD_GSE52778
ARL1	0.246323	0.999906	OLD_GSE52778
ARL10	0.193271	0.999906	OLD_GSE52778
ARL11	0.420539	1	OLD_GSE52778
ARL13A	-0.253195	1	OLD_GSE52778
ARL13B	-0.269894	0.999906	OLD_GSE52778
ARL14	0	1	OLD_GSE52778
ARL15	0.072957	0.999906	OLD_GSE52778
ARL16	0.0430355	0.999906	OLD_GSE52778
ARL17A,ARL17B	0.261352	0.999906	OLD_GSE52778
ARL17B	0.789172	1	OLD_GSE52778
ARL2	-0.106341	0.999906	OLD_GSE52778
ARL2-SNX15	1.79769e+308	0.999906	OLD_GSE52778
ARL2BP	0.015353	0.999906	OLD_GSE52778
ARL3	-0.067907	0.999906	OLD_GSE52778
ARL4A	0.0972762	0.999906	OLD_GSE52778
ARL4C	0.83119	0.235676	OLD_GSE52778
ARL4D	-0.012851	0.999906	OLD_GSE52778
ARL5A	0	1	OLD_GSE52778
ARL5B	0.256097	0.999906	OLD_GSE52778
ARL5C	0	1	OLD_GSE52778
ARL6	0.0938254	0.999906	OLD_GSE52778
ARL6IP1	-0.208142	0.999906	OLD_GSE52778
ARL6IP4	-0.136493	0.999906	OLD_GSE52778
ARL6IP5	-0.469664	0.999906	OLD_GSE52778
ARL6IP6	-0.29833	0.999906	OLD_GSE52778
ARL8A	-0.443614	0.999906	OLD_GSE52778
ARL8B	-0.255458	0.999906	OLD_GSE52778
ARL9	0.82725	1	OLD_GSE52778
ARMC1	0.0582678	0.999906	OLD_GSE52778
ARMC10	0.0524129	0.999906	OLD_GSE52778
ARMC12	-0.457596	0.999906	OLD_GSE52778
ARMC2	-0.544822	0.999906	OLD_GSE52778
ARMC3	0	1	OLD_GSE52778
ARMC4	-0.507419	1	OLD_GSE52778
ARMC5	-0.011214	0.999906	OLD_GSE52778
ARMC6	0.00779612	0.999906	OLD_GSE52778
ARMC7	-0.222727	0.999906	OLD_GSE52778
ARMC8	-1.314	0.0227628	OLD_GSE52778
ARMC9	-0.603326	0.975308	OLD_GSE52778
ARMCX1	0.265714	0.999906	OLD_GSE52778
ARMCX2	0.375193	0.999906	OLD_GSE52778
ARMCX3	0.340468	0.999906	OLD_GSE52778
ARMCX4	0.327096	0.999906	OLD_GSE52778
ARMCX5	0.362332	0.999906	OLD_GSE52778
ARMCX5-GPRASP2,GPRASP2	0.0935382	0.999906	OLD_GSE52778
ARMCX6	0.652184	0.999906	OLD_GSE52778
ARMS2	-0.65237	1	OLD_GSE52778
ARNT	-0.0310536	0.999906	OLD_GSE52778
ARNT2	-0.574561	0.843864	OLD_GSE52778
ARNTL	-0.843826	0.999906	OLD_GSE52778
ARNTL2	0.0701905	0.999906	OLD_GSE52778
ARPC1A	-0.0533574	0.999906	OLD_GSE52778
ARPC1B	-0.135979	0.999906	OLD_GSE52778
ARPC2	-0.13634	0.999906	OLD_GSE52778
ARPC3	-0.379157	0.999906	OLD_GSE52778
ARPC4	0	1	OLD_GSE52778
ARPC4-TTLL3	0	1	OLD_GSE52778
